pos,sql,local,localopt
testdata/logic_test/tuple:9,SELECT 1 IN (SELECT * FROM tb LIMIT 0),17571,35877
testdata/logic_test/serial:273,"SELECT count(DISTINCT a), count(DISTINCT b), count(DISTINCT c) FROM serials",25154,39055
testdata/logic_test/collatedstring:222,SELECT a FROM t ORDER BY t.a,10237,16439
testdata/logic_test/aggregate:571,SELECT json_agg(s) FROM kv WHERE s IS NULL,25812,48261
testdata/logic_test/subquery:311,"SELECT * FROM (VALUES (1, 'one'), (2, 'two'), (3, 'three')) AS foo",5439,15559
testdata/logic_test/show_source:253,SELECT * FROM [SHOW TRACE FOR SESSION] LIMIT 0,7402,9050
testdata/logic_test/rows_from:33,"SELECT * FROM ROWS FROM (generate_series(1,2), greatest(1,2,3,4))",7981,16541
testdata/logic_test/optimizer:30,SELECT * FROM test.t ORDER BY 1-t.k,30673,34096
testdata/logic_test/limit:40,"SELECT generate_series FROM generate_series(1, 100) ORDER BY generate_series FETCH FIRST (1 + 1) ROW",7115,15692
testdata/logic_test/join:356,SELECT * FROM a RIGHT OUTER JOIN b ON a.i = b.i,21429,45092
testdata/logic_test/show_trace:193,"SELECT operation, message FROM [SHOW KV TRACE FOR SESSION]",5812,7576
testdata/logic_test/datetime:898,SELECT d::timestamp FROM u WHERE a = 123,22623,44711
testdata/logic_test/aggregate:1047,"SELECT min(y), (b, a)  FROM ab, xy GROUP BY (x, (a, b))",34362,70419
testdata/logic_test/collatedstring_index2:87,"SELECT b, a FROM t ORDER BY b, a",14350,18656
testdata/logic_test/aggregate:721,SELECT min(y) FROM xyz WHERE x = 1,43123,84421
testdata/logic_test/views:39,SELECT * FROM v1,19156,21821
testdata/logic_test/tuple:321,"SELECT * FROM uvw ORDER BY u, v, w",14306,18435
testdata/logic_test/join:174,SELECT * FROM onecolumn AS a(x) CROSS JOIN empty AS b(y),11723,26311
testdata/logic_test/delete:127,"SELECT k, v FROM unindexed",7132,8678
testdata/logic_test/select:263,SELECT * FROM xyzw ORDER BY x LIMIT 1,13097,18407
testdata/logic_test/select:560,"SELECT x, x, y, x FROM a",10709,9050
testdata/logic_test/datetime:952,SELECT a FROM tz WHERE c < d,18352,30637
testdata/logic_test/array:353,"SELECT k FROM t WHERE k > ANY ARRAY[2,4]",21046,28525
testdata/logic_test/where:110,"SELECT * FROM ab WHERE (a, b) IN ((1, 10), (3, 30), (4, 40))",36579,51739
testdata/logic_test/select:131,SELECT lower(v) FROM kv,8244,19291
testdata/logic_test/collatedstring_constraint:70,SELECT a FROM p ORDER BY a,7189,8965
testdata/logic_test/txn:86,SELECT * FROM kv,5388,8828
testdata/logic_test/suboperators:331,"SELECT 1 = ALL(SELECT * FROM unnest(ARRAY[NULL, NULL]))",12835,24959
testdata/logic_test/select:72,"SELECT a,a,a,a FROM abc",12215,12992
testdata/logic_test/aggregate:506,"SELECT count(DISTINCT (k, v)) FROM kv",15826,38969
testdata/logic_test/join:478,SELECT x FROM (onecolumn JOIN othercolumn USING (x)) JOIN (onecolumn AS a JOIN othercolumn AS b USIN,31597,110643
testdata/logic_test/collatedstring_uniqueindex1:31,"SELECT a, b FROM t ORDER BY a, b",14516,17800
testdata/logic_test/datetime:86,"SELECT min(b), min(c), min(d), min(e) FROM u",34474,46927
testdata/logic_test/srfs:569,"SELECT * FROM generate_subscripts(ARRAY[3,2,1], 1)",6830,12210
testdata/logic_test/tuple:290,"SELECT (now(), 2) = (now() :: timestamp, 2) AS r   FROM tb",17967,41328
testdata/logic_test/tuple:432,"SELECT * FROM uvw WHERE (u, v, w) > (2, 1, 1) ORDER BY u, v, w",42607,54854
testdata/logic_test/suboperators:105,"SELECT * FROM abc WHERE a = ANY(ARRAY[NULL, NULL])",22617,29797
testdata/logic_test/srfs:10,"SELECT * FROM generate_series(1, 3)",4835,8362
testdata/logic_test/serial:251,"SELECT count(DISTINCT a), count(DISTINCT b), count(DISTINCT c) FROM smallbig",25012,39683
testdata/logic_test/join:131,SELECT * FROM onecolumn AS a FULL OUTER JOIN othercolumn AS b USING(x) ORDER BY x,20219,50357
testdata/logic_test/array:623,SELECT b FROM a,6736,11365
testdata/logic_test/update:243,SELECT * FROM abc@d WHERE c = 9,22928,37288
testdata/logic_test/select_table_alias:65,"SELECT * FROM abc AS foo (foo1, foo2) WHERE foo.foo2 = 2",21263,27557
testdata/logic_test/join:785,"SELECT s, str1.s, str2.s FROM str1 LEFT OUTER JOIN str2 USING(s)",19702,42559
testdata/logic_test/join:1064,"SELECT column1, column1+1 FROM   (SELECT * FROM     (VALUES (NULL, NULL)) AS t       NATURAL FULL OU",32801,76521
testdata/logic_test/interleaved:126,SELECT * FROM p1_0,6700,8356
testdata/logic_test/family:40,SELECT count(*) FROM abcd,11430,22999
testdata/logic_test/select_index:477,SELECT * FROM noncover WHERE b = 5 AND b <> 5,31876,27519
testdata/logic_test/parallel_stmts:326,"SELECT k, v FROM kv ORDER BY k",8636,10604
testdata/logic_test/order_by:143,SELECT a FROM t ORDER BY (((a))),8936,13020
testdata/logic_test/interleaved:122,SELECT * FROM p2,4993,7360
testdata/logic_test/aggregate:581,"SELECT avg(k), avg(v), sum(k), sum(v) FROM kv",26160,37868
testdata/logic_test/select:409,SELECT NULL::int IN (SELECT * FROM (VALUES (1)) AS t(a)),12351,28027
testdata/logic_test/postgresjoin:1869,"SELECT * FROM (SELECT name, n as s1_n FROM t1) as s1 NATURAL FULL JOIN (SELECT * FROM (SELECT name, ",52204,81243
testdata/logic_test/optimizer:114,SELECT * FROM test.t,7812,7728
testdata/logic_test/join:289,SELECT * FROM twocolumn AS a JOIN twocolumn AS b ON a.x = a.y,28988,55234
testdata/logic_test/array:691,SELECT count(b) FROM a,11295,23246
testdata/logic_test/aggregate:477,"SELECT count(*), count(k), count(kv.v) FROM kv",23296,34624
testdata/logic_test/order_by:417,"SELECT a, b, c FROM abc2 ORDER BY INDEX abc2@bc",21703,20444
testdata/logic_test/drop_database:127,SELECT * FROM d2.v3,44335,38824
testdata/logic_test/decimal:126,SELECT * FROM t2 WHERE d = 'Infinity' and v = 'Infinity',37032,43759
testdata/logic_test/create_as:71,SELECT * FROM smtng.something ORDER BY 1 LIMIT 1,9411,17876
testdata/logic_test/tuple:239,"SELECT 'foo' IN (x, 'zzz') AS r FROM (SELECT 'foo' AS x FROM tb)",14705,34831
testdata/logic_test/select_index:437,"SELECT a, d FROM noncover WHERE b=2",27962,42447
testdata/logic_test/order_by:424,"SELECT a, b, c FROM abc2 ORDER BY INDEX abc2@bc DESC",19813,20932
testdata/logic_test/aggregate:596,SELECT avg(k) * 2.0 + max(v)::DECIMAL FROM kv,32314,64605
testdata/logic_test/subquery:170,"SELECT (1, 2) IN (SELECT a, b FROM abc)",18988,43298
testdata/logic_test/collatedstring_uniqueindex2:77,"SELECT a, b FROM t ORDER BY a, b",14233,18125
testdata/logic_test/views:271,SELECT * FROM v6,31449,30160
testdata/logic_test/ordinality:26,SELECT * FROM foo WITH ORDINALITY LIMIT 1,6939,13548
testdata/logic_test/float:16,SELECT * FROM p WHERE f = 'NaN',23568,33546
testdata/logic_test/datetime:958,SELECT a FROM tz WHERE b = c::timestamp,21117,31016
testdata/logic_test/limit:21,"SELECT generate_series FROM generate_series(1, 100) ORDER BY generate_series FETCH FIRST ROW ONLY;",6889,14156
testdata/logic_test/join:666,SELECT *   FROM (SELECT * FROM pairs RIGHT JOIN square ON b = sq AND a > 1 AND n < 6)  WHERE (a IS N,87578,168835
testdata/logic_test/tuple:691,"SELECT ((((1, 2) AS a, b), 'value') AS c, d) = ((((1, 2) AS e, f), 'value') AS g, h) AS nnnn       ,",295021,376577
testdata/logic_test/aggregate:851,"SELECT bool_and(b), bool_or(b) FROM bools",15846,28476
testdata/logic_test/select:301,SELECT z FROM test.xyzw@foo WHERE y = 5,22805,38059
testdata/logic_test/select:480,"SELECT (NULL::int, 1) IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b) WHERE a > 1)",25127,61231
testdata/logic_test/aggregate:872,SELECT concat_agg(s) FROM (SELECT s FROM kv ORDER BY k),19963,31661
testdata/logic_test/insert:15,SELECT * FROM kv,5494,9875
testdata/logic_test/computed:567,SELECT d FROM x,7344,11257
testdata/logic_test/aggregate:46,SELECT json_agg(v) FROM kv,13415,24510
testdata/logic_test/srfs:36,"SELECT * FROM generate_series('2017-11-11 00:00:00'::TIMESTAMP, '2017-11-11 03:00:00'::TIMESTAMP, '-",5433,12819
testdata/logic_test/ordinality:20,SELECT * FROM foo WITH ORDINALITY,5489,9227
testdata/logic_test/default:45,"SELECT a, b <= now(), c >= 0.0 FROM t",24382,38290
testdata/logic_test/aggregate:26,SELECT json_agg(1) FROM kv,11707,30247
testdata/logic_test/update:365,SELECT * FROM kv,5411,8239
testdata/logic_test/subquery:265,SELECT * FROM xyz WHERE x = (SELECT max(x) FROM xyz),44206,65894
testdata/logic_test/select_table_alias:21,SELECT * FROM abc AS foo,6523,8549
testdata/logic_test/select:188,SELECT FOO.k FROM kv AS foo WHERE foo.k = 'a',22351,33926
testdata/logic_test/join:143,"SELECT x AS s, a.x, b.x FROM onecolumn AS a FULL OUTER JOIN othercolumn AS b USING(x) ORDER BY s",26038,53948
testdata/logic_test/interleaved:57,SELECT * FROM p1_0,6330,8386
testdata/logic_test/txn:136,SELECT * FROM kv,5827,8198
testdata/logic_test/subquery:446,SELECT col0 FROM tab4 WHERE (col0 <= 0 AND col4 <= 5.38) OR (col4 IN (SELECT col1 FROM tab4 WHERE co,115581,230172
testdata/logic_test/postgres_jsonb:84,SELECT test_json ->> 7 FROM test_jsonb WHERE json_type = 'array',25800,48870
testdata/logic_test/array:453,SELECT b FROM a,8036,9740
testdata/logic_test/aggregate:1076,"SELECT x, max(y) FROM group_ord GROUP BY x",18994,29998
testdata/logic_test/tuple:152,"SELECT * FROM t ORDER BY a, b, c",10794,18140
testdata/logic_test/select_index:381,SELECT * FROM bool2 WHERE a IS FALSE,19142,30874
testdata/logic_test/conditional:25,"SELECT     a,     CASE     WHEN a = 1 THEN 'one'     WHEN a = 2 THEN 'two'     ELSE 'other'     END ",30272,61511
testdata/logic_test/array:607,SELECT * FROM a,5470,11274
testdata/logic_test/srfs:561,"SELECT * FROM generate_subscripts(ARRAY[3,2,1])",6398,11749
testdata/logic_test/srfs:628,"SELECT * FROM generate_subscripts(ARRAY[3,2,1], 0)",6406,14375
testdata/logic_test/uuid:109,SELECT token::bytes FROM u WHERE token=b'cafef00ddeadbeef',20430,40487
testdata/logic_test/subquery:389,"SELECT a, b FROM (VALUES (1, 2, 3), (3, 4, 7), (5, 6, 10)) AS foo (a, b, c) WHERE a + b = c",18029,42626
testdata/logic_test/select_search_path:55,SELECT count(*) FROM numbers,10582,17424
testdata/logic_test/select:157,SELECT test.public.kv.* FROM kv,5541,8326
testdata/logic_test/join:194,SELECT * FROM empty AS a JOIN onecolumn AS b USING(x),14444,44776
testdata/logic_test/aggregate:501,"SELECT count((k, v)) FROM kv",15647,36249
testdata/logic_test/show_trace:133,"SELECT operation, message FROM [SHOW KV TRACE FOR SESSION]",5987,7071
testdata/logic_test/select_index:337,SELECT * FROM bool1 WHERE a IS NOT TRUE,20607,30405
testdata/logic_test/select:259,SELECT * FROM xyzw LIMIT 0,8138,12236
testdata/logic_test/interleaved:171,SELECT * FROM p1_0,7658,10044
testdata/logic_test/views:106,SELECT y FROM v7,39676,46035
testdata/logic_test/rows_from:27,"SELECT * FROM ROWS FROM (generate_series(1,0), generate_series(1,1))",7278,12447
testdata/logic_test/order_by:298,"SELECT b+d FROM (SELECT * FROM abcd ORDER BY a,d)",20147,27541
testdata/logic_test/join:304,"SELECT o.x, t.y FROM onecolumn o LEFT OUTER JOIN twocolumn t ON (o.x=t.x AND t.y=53)",36571,79089
testdata/logic_test/computed:558,SELECT d FROM x,7341,11728
testdata/logic_test/aggregate:882,SELECT jsonb_agg(s) FROM (SELECT s FROM kv ORDER BY k),19373,31569
testdata/logic_test/select:475,"SELECT (1, NULL::int) IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b) WHERE a > 1)",23189,63306
testdata/logic_test/schema_change_in_txn:443,SELECT * FROM orders,7705,8563
testdata/logic_test/tuple:65,"SELECT   (2, 2) <= (1, 1) AS a,   (2, 2) <= (1, 2) AS b,   (2, 2) <= (1, 3) AS c,   (2, 2) <= (2, 1)",80691,159993
testdata/logic_test/tuple:713,"SELECT (((ROW(pow(1, 10.0) + 9) AS t1), 'a' || 'b') AS t2, t3) = (((ROW(sqrt(100.0)) AS t4), 'ab') A",87720,107873
testdata/logic_test/suboperators:202,SELECT * FROM abc WHERE a > ANY(SELECT a FROM abc WHERE b = 20) IS NULL,45214,157854
testdata/logic_test/suboperators:285,"SELECT * FROM abc WHERE a > ALL(ARRAY[1, NULL])",21795,30705
testdata/logic_test/show_trace:14,"SELECT   span, regexp_replace(message, 'pos:[0-9]*', 'pos:?'), operation FROM [SHOW TRACE FOR SESSIO",20704,45274
testdata/logic_test/select:234,SELECT * FROM xyzw ORDER BY 1 LIMIT '1',12180,16677
testdata/logic_test/limit:82,"SELECT k, v FROM t ORDER BY v DESC LIMIT (1+4) OFFSET 1",15028,26577
testdata/logic_test/join:262,SELECT * FROM empty AS a(x) FULL OUTER JOIN onecolumn AS b(y) ON a.x = b.y ORDER BY b.y,22099,55130
testdata/logic_test/float:32,"SELECT f, f IS NaN, f = 'NaN', isnan(f) FROM p@{FORCE_INDEX=p_f_key} ORDER BY 1",33324,49526
testdata/logic_test/aggregate:758,SELECT variance(x) FROM xyz WHERE x = 10,28897,51360
testdata/logic_test/select:56,SELECT * FROM abc WHERE NULL,9603,14980
testdata/logic_test/join:844,"SELECT * FROM xyu FULL OUTER JOIN xyv USING(x, y) WHERE x > 2",37270,102223
testdata/logic_test/interleaved:83,SELECT * FROM p0@p0i WHERE i BETWEEN 2 AND 4,32237,49745
testdata/logic_test/select_index_span_ranges:61,SELECT * FROM t@c WHERE (c >= 80) ORDER BY c,28418,39516
testdata/logic_test/views:289,SELECT * FROM num_ref_view,18800,102817
testdata/logic_test/target_names:35,"SELECT t::INT, '123'::INT, t:::STRING, '123':::INT FROM t",14712,31779
testdata/logic_test/aggregate:312,SELECT count(*) FROM kv GROUP BY length('abc'),14911,40841
testdata/logic_test/aggregate:726,SELECT max(y) FROM xyz WHERE x = 1,42935,80042
testdata/logic_test/target_names:54,SELECT EXISTS(SELECT * FROM t),12492,22295
testdata/logic_test/ordinal_references:42,"SELECT b, a FROM foo ORDER BY @1 % 2, a",14048,28604
testdata/logic_test/alter_table:275,SELECT * FROM t,8288,11275
testdata/logic_test/aggregate:566,SELECT array_agg(s) FROM kv WHERE s IS NULL,26585,49153
testdata/logic_test/aggregate:741,"SELECT min(x) FROM xyz WHERE (y, z) = (2, 3.0)",57624,99747
testdata/logic_test/system:423,SELECT name FROM system.settings WHERE name != 'sql.defaults.distsql' ORDER BY name,198298,193459
testdata/logic_test/storing:154,"SELECT a, b FROM t14601a ORDER BY a",11405,14897
testdata/logic_test/rename_column:43,SELECT * FROM users,6298,8969
testdata/logic_test/builtin_function:1900,"SELECT to_english(i) FROM (VALUES (1), (13), (617), (-2)) AS a(i)",6626,25667
testdata/logic_test/tuple:113,"SELECT   (2, 2) != (1, 1) AS a,   (2, 2) != (1, 2) AS b,   (2, 2) != (1, 3) AS c,   (2, 2) != (2, 1)",94394,158385
testdata/logic_test/select:444,"SELECT (1, NULL::int) NOT IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b))",16241,46693
testdata/logic_test/distinct_on:318,SELECT DISTINCT ON(x) x AS y FROM xyz,8993,18615
testdata/logic_test/collatedstring_index1:28,"SELECT a, b FROM t ORDER BY a, b",12095,19979
testdata/logic_test/alias_types:31,"SELECT a, b FROM aliases ORDER BY a",11327,16774
testdata/logic_test/aggregate:21,SELECT array_agg(1) FROM kv,13151,31518
testdata/logic_test/suboperators:275,"SELECT * FROM abc WHERE a > ALL(ARRAY[0, 1]) ORDER BY a",24185,33493
testdata/logic_test/postgresjoin:1814,SELECT * FROM (SELECT * FROM t2) as s2 INNER JOIN (SELECT * FROM t3) s3 USING (name),23291,40093
testdata/logic_test/subquery:216,SELECT * FROM xyz,5929,7360
testdata/logic_test/show_trace:313,"SELECT operation,        regexp_replace(regexp_replace(message, 'wall_time:\d+', 'wall_time:...'), '",24097,58669
testdata/logic_test/select:317,SELECT w FROM test.xyzw@foo WHERE y = 5,25653,38272
testdata/logic_test/array:535,SELECT * FROM a,5372,11390
testdata/logic_test/subquery:281,"SELECT * FROM kv WHERE k = (SELECT k FROM kv WHERE (k, v) = (1, 'one'))",54211,76774
testdata/logic_test/sequences:596,SELECT * FROM txn_test,4975,7470
testdata/logic_test/insert:103,SELECT * FROM kv3,5577,8667
testdata/logic_test/distinct_on:98,"SELECT DISTINCT ON (x, y) y, x FROM xyz",9765,19605
testdata/logic_test/computed:154,"SELECT c, d FROM x",8872,10732
testdata/logic_test/aggregate:561,SELECT array_agg(k) || 1 FROM (SELECT k FROM kv ORDER BY k),28808,53885
testdata/logic_test/where:75,"SELECT 'hello' ~ replace(v, '%', '.*') FROM kvString WHERE k ~ 'like[1-2]' ORDER BY k",28118,47762
testdata/logic_test/update:106,SELECT * FROM kv2,6341,9805
testdata/logic_test/srfs:41,"SELECT * FROM generate_series(1, 2), generate_series(1, 2)",10370,17328
testdata/logic_test/select:454,"SELECT (NULL::int, 1) NOT IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b))",16669,75633
testdata/logic_test/limit:125,"SELECT k, v FROM t ORDER BY k LIMIT length(pg_typeof(123)) OFFSET length(pg_typeof(123))-2",20181,41062
testdata/logic_test/decimal:170,SELECT * FROM s WHERE d IS NAN,25364,39028
testdata/logic_test/srfs:74,"SELECT * FROM generate_series(1, 1) AS c(x)",5028,8267
testdata/logic_test/postgresjoin:1835,"SELECT * FROM (SELECT name, n as s2_n, 2 as s2_2 FROM t2) as s2 NATURAL INNER JOIN (SELECT name, n a",32804,60619
testdata/logic_test/array:707,SELECT count(b) FROM a,13202,23221
testdata/logic_test/suboperators:352,"SELECT * FROM abc WHERE a > ALL(SELECT * FROM unnest(ARRAY[1, NULL]))",28983,50639
testdata/logic_test/ordinal_references:27,"SELECT b, a FROM foo ORDER BY 1",11009,14206
testdata/logic_test/collatedstring_index2:151,"SELECT a, b FROM t ORDER BY a, b",12803,18443
testdata/logic_test/suboperators:289,"SELECT * FROM abc WHERE a > ALL(ARRAY[NULL, NULL])",21523,26042
testdata/logic_test/select:41,"SELECT NULL AS z, * FROM abc",10088,16138
testdata/logic_test/select:485,"SELECT (NULL::int, NULL::int) IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b) WHERE a > 1)",24802,64105
testdata/logic_test/poison_after_push:73,SELECT * FROM t ORDER BY id,7545,9470
testdata/logic_test/distinct_on:166,"SELECT DISTINCT ON (a) a, c FROM abc ORDER BY a, c DESC, b",16114,27208
testdata/logic_test/deep_interleaving:122,SELECT * FROM level4 WHERE k1 = 2 AND k2 = 20 AND k3 = 200,44008,56185
testdata/logic_test/decimal:121,SELECT * FROM t2 WHERE d IS NaN and v IS NaN,36416,44713
testdata/logic_test/subquery:319,"SELECT * FROM (VALUES (1, 2, 3), (4, 5, 6)) AS foo",6563,13543
testdata/logic_test/suboperators:336,SELECT * FROM abc WHERE a < ALL(SELECT b FROM abc WHERE b IS NOT NULL) ORDER BY a,40685,65152
testdata/logic_test/select_index:103,"SELECT * FROM t12022@i WHERE (c1, c2) < (2, false) ORDER BY (c1, c2);",41873,59335
testdata/logic_test/select:500,"SELECT (NULL::int, 1) NOT IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b) WHERE a > 1)",23624,60896
testdata/logic_test/postgres_jsonb:29,SELECT test_json -> 'x' FROM test_jsonb WHERE json_type = 'array',27404,44584
testdata/logic_test/limit:118,"SELECT k, v FROM t ORDER BY k LIMIT length(pg_typeof(123))",15774,26518
testdata/logic_test/txn:32,SELECT * FROM kv,5543,7602
testdata/logic_test/srfs:129,"SELECT t.*, u.*, generate_series(1,2), generate_series(3, 4) FROM t, u",43102,66766
testdata/logic_test/select_index:96,"SELECT * FROM t12022@i WHERE (c1, c2) < (2, NULL) ORDER BY (c1, c2);",39161,53140
testdata/logic_test/join:186,SELECT * FROM onecolumn AS a JOIN empty AS b USING(x),15443,42173
testdata/logic_test/join:955,SELECT * FROM l RIGHT OUTER JOIN r USING(a) WHERE a = 4,37564,69170
testdata/logic_test/delete:139,"SELECT k, v FROM unindexed",7340,8507
testdata/logic_test/where:44,SELECT * FROM kv WHERE k IN (SELECT k FROM kv),24810,46559
testdata/logic_test/order_by:134,"SELECT a FROM t ORDER BY a+b DESC, a",14244,30763
testdata/logic_test/limit:53,SELECT * FROM t WHERE v > -20 AND w > 30 ORDER BY v LIMIT 2,41779,92038
testdata/logic_test/srfs:145,"SELECT 3 + x AS r FROM generate_series(1,2) AS a(x)",10698,25791
testdata/logic_test/rename_database:32,SELECT * FROM kv,5464,8337
testdata/logic_test/json:127,SELECT bar FROM foo WHERE bar ? 'a',18201,22884
testdata/logic_test/drop_table:48,SELECT * FROM a,4321,7424
testdata/logic_test/subquery:361,"SELECT * FROM (SELECT * FROM xyz AS moo (moo1, moo2, moo3) ORDER BY moo1) as foo (foo1) WHERE foo1 <",26114,25750
testdata/logic_test/interleaved:49,SELECT * FROM p2,4646,7441
testdata/logic_test/distinct_on:343,"SELECT DISTINCT ON(pk1, pk2, x, y) x, y, z FROM xyz ORDER BY x, y",21190,22363
testdata/logic_test/tuple:97,"SELECT   (2, 2) = (1, 1) AS a,   (2, 2) = (1, 2) AS b,   (2, 2) = (1, 3) AS c,   (2, 2) = (2, 1) AS ",97580,145899
testdata/logic_test/select:470,SELECT NULL::int IN (SELECT * FROM (VALUES (1)) AS t(a) WHERE a > 1),19908,45866
testdata/logic_test/rename_view:21,SELECT * FROM v,18190,23630
testdata/logic_test/ordinality:59,SELECT * FROM foo WITH ORDINALITY WHERE x > 'a',13642,25802
testdata/logic_test/array:360,"SELECT k FROM t WHERE k < ALL ARRAY[2,4]",22912,28756
testdata/logic_test/multi_statement:9,SELECT * FROM kv,5093,8591
testdata/logic_test/timestamp:14,SELECT '2000-05-05 10:00:00+03':::TIMESTAMP FROM a,11392,21798
testdata/logic_test/select:434,"SELECT (NULL::int, NULL::int) IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b))",25176,46629
testdata/logic_test/join:700,SELECT * FROM t1 JOIN t2 ON t2.x=t1.x,32707,60688
testdata/logic_test/insert:55,SELECT * FROM kv ORDER BY k,8704,12359
testdata/logic_test/alter_table:512,"SELECT a,b,f FROM add_default",11387,13690
testdata/logic_test/tuple:81,"SELECT   (2, 2) >= (1, 1) AS a,   (2, 2) >= (1, 2) AS b,   (2, 2) >= (1, 3) AS c,   (2, 2) >= (2, 1)",88568,138842
testdata/logic_test/subquery:375,"SELECT * FROM (SELECT * FROM (VALUES (1, 2, 3), (4, 5, 6)) AS moo (moo1, moo2, moo3) WHERE moo1 = 4)",17092,32737
testdata/logic_test/select_table_alias:35,"SELECT * FROM abc AS foo (foo1, foo2)",6608,9235
testdata/logic_test/rows_from:54,"SELECT * FROM ROWS FROM (current_user, current_user)",5644,9613
testdata/logic_test/join:837,"SELECT * FROM xyu RIGHT OUTER JOIN xyv USING(x, y) WHERE x > 2",48670,93251
testdata/logic_test/aggregate:456,"SELECT v, count(k) FROM kv GROUP BY v ORDER BY count(k) DESC",21942,33190
testdata/logic_test/array:488,SELECT * FROM a,6771,11386
testdata/logic_test/select:429,"SELECT (NULL::int, 2) IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b))",18770,46323
testdata/logic_test/order_by:69,"SELECT a AS foo, b FROM t ORDER BY foo DESC",10976,12937
testdata/logic_test/join:165,SELECT * FROM (SELECT x FROM onecolumn ORDER BY x DESC) NATURAL JOIN (VALUES (42)) AS v(x) LIMIT 1,20987,56864
testdata/logic_test/delete:56,SELECT * FROM kv,5747,11501
testdata/logic_test/deep_interleaving:97,SELECT * FROM level4 WHERE k1 > 1 AND k1 < 3,29811,38498
testdata/logic_test/array:21,SELECT ARRAY[k] FROM k,7301,20577
testdata/logic_test/aggregate:511,"SELECT count(DISTINCT (k, (v))) FROM kv",16234,40899
testdata/logic_test/join:858,SELECT * FROM xyu INNER JOIN xyv ON xyu.x = xyv.x AND xyu.y = xyv.y AND xyu.x = 1 AND xyu.y < 10,75452,148315
testdata/logic_test/interleaved:111,SELECT * FROM p0,6920,12720
testdata/logic_test/collatedstring_constraint:47,SELECT b FROM c1 ORDER BY a,12243,13100
testdata/logic_test/aggregate:933,SELECT 1 FROM kv GROUP BY kv.*,12177,26950
testdata/logic_test/suboperators:132,"SELECT 1 < ANY(SELECT * FROM generate_series(0,1))",12746,25406
testdata/logic_test/select_index:332,SELECT * FROM bool1 WHERE a IS TRUE,20632,33064
testdata/logic_test/join:723,SELECT * FROM t1 FULL OUTER JOIN t2 ON t1.x=t2.x,26574,54089
testdata/logic_test/drop_database:170,SELECT * FROM d2.v1,17898,19971
testdata/logic_test/views:81,SELECT x FROM v2,23042,22152
testdata/logic_test/postgresjoin:1827,SELECT * FROM (SELECT * FROM t2) as s2 FULL JOIN (SELECT * FROM t3) s3 USING (name),26459,45687
testdata/logic_test/join:30,SELECT * FROM onecolumn AS a(x) JOIN onecolumn AS b(y) ON a.x = b.y,20053,53911
testdata/logic_test/inet:520,SELECT * FROM u ORDER BY ip,7608,9597
testdata/logic_test/join:182,SELECT * FROM onecolumn AS a(x) JOIN empty AS b(y) ON a.x = b.y,21663,48536
testdata/logic_test/distinct_on:184,SELECT DISTINCT ON (x) x FROM xyz ORDER BY x DESC,11549,18155
testdata/logic_test/views:173,SELECT * FROM test2.v1,30992,32523
testdata/logic_test/truncate:105,SELECT * FROM c,4978,8120
testdata/logic_test/select_index:371,SELECT * FROM bool2 WHERE a IS TRUE,18836,31257
testdata/logic_test/select:253,"SELECT (x,y) FROM xyzw",9169,21178
testdata/logic_test/scale:110,SELECT d FROM td,6027,10376
testdata/logic_test/join:12,SELECT * FROM onecolumn AS a(x) CROSS JOIN onecolumn AS b(y),12030,27727
testdata/logic_test/computed:520,SELECT d FROM x,7158,10813
testdata/logic_test/order_by:82,"SELECT a AS foo, (a) AS foo FROM t ORDER BY foo LIMIT 1",12653,21963
testdata/logic_test/float:92,"SELECT f, f::string FROM vals",9715,21398
testdata/logic_test/drop_database:119,SELECT * FROM d2.v1,19408,20146
testdata/logic_test/views:154,SELECT * FROM test.v7,42688,42309
testdata/logic_test/uuid:99,SELECT token::uuid FROM u WHERE token=b'cafef00ddeadbeef',21277,38952
testdata/logic_test/upsert:260,"SELECT * FROM abc ORDER BY (a, b, c)",18146,20251
testdata/logic_test/suboperators:348,SELECT * FROM abc WHERE a < ALL(SELECT a FROM abc),26320,45820
testdata/logic_test/family:45,SELECT count(*) FROM abcd@d_idx,11649,23104
testdata/logic_test/distinct_on:132,"SELECT DISTINCT ON (c, a) b, c, a FROM abc ORDER BY c, a, b DESC",17334,27792
testdata/logic_test/tuple:283,"SELECT 1 IN (2, x) AS r FROM (SELECT NULL AS x FROM tb)",13659,34923
testdata/logic_test/suboperators:311,"SELECT 1 < ALL(SELECT * FROM generate_series(2,5))",11358,27061
testdata/logic_test/select:136,SELECT k FROM kv,6435,9627
testdata/logic_test/join:226,SELECT * FROM onecolumn AS a RIGHT OUTER JOIN empty AS b USING(x),14862,38831
testdata/logic_test/aggregate:126,"SELECT 1 + count(*) FROM generate_series(1,0)",14052,36041
testdata/logic_test/aggregate:307,SELECT count(*) FROM kv GROUP BY 1+2,14129,37378
testdata/logic_test/decimal:131,SELECT * FROM t2 WHERE d = '-Infinity' and v = '-Infinity',36851,46675
